Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;;;;;;;;
17;Mi &mamá& pone ropa en la maleta.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;En el recreo corro jugando a la &pelota&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;La &cuncuna& come hojas de los árboles.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;La mariposa tiene lindos &colores&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Los &amigos& deben respetarse.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Mi mamá cocina ricas &empanadas&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;En el cine vi una buena &película&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Al &hipopótamo& le gusta estar en el agua.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;En mi &colegio& hay buenos educadores.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Los domingos me gusta comer una comida especial y ricos &postres&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Necesito comprar &pinceles& y témperas para hacer un trabajo.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;La &fruta& más rica es la pera.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Los caballos tiran con fuerza la &carreta&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Mis &abuelos& me regalan día a día todo su cariño.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;En el sorteo de la &rifa& me gané unos lindos aros.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Mi plato favorito es el puré con &pescado& y ensalada de repollo.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;En el reloj están los &números& del uno al doce.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;&Claudia& corre todos los años la maratón.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;La casa de &Luis& está al lado de la escuela.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Camila y &Felipe& juegan con el dado.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;A &Miguel& le gusta comer mandarinas.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Nuestro país se llama &Chile&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;&Eduardo& mira la hora en su reloj.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Mi amigo &Raúl& y yo jugamos a los piratas.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Yo vivo en la calle &Los Alerces&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;En el cumpleaños de &Manuel& habrá una piñata llena de dulces.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Laura es la mejor amiga de &Isidora&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;En &Brasil& se jugará el mundial de fútbol.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Mi tío &Hugo& anda en moto.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;&Fabían& escucha música muy fuerte.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;El cumpleaños de &Lilian& estuvo muy entretenido.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;&Lima& es la capital de Perú.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;El río &Itata& queda en el sur de Chile.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;El apellido de mi amiga es &Urrutia&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Me gustaría viajar a &Paris&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Daniel fue de vacaciones a &Iquique&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;A &Joaquín& le gustan las almendras.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Mi abuelita vive en &Maipú&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Andrea se baño en el lago &Villarrica&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;Mi colegio está en la comuna de &La Florida&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;&Josefina& observa las estrellas.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
17;El nuevo &Papa& es argentino.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;;;;;;;;
18;__arlos __oma  __gua.;;;;C  t  a;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__manda  __iega   __us   ___lantas.;;;;A  r  s  p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__laudia y __orge __uegan a __a  __elota.;;;;C  J  j  l  p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__ariana  __stá  __sando  __l   __omputador.;;;;M  e  u  e  c;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__a  __eñora  ___aría  __ocinó  __n  __astel.;;;;L  s  M  c  u  p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__l __apá  __e  __lex  __anó  __n  __remio.;;;;E  p  d  A  g  u  p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__a  __oma  __e  __ofía  __stá  __ucia.;;;;L  g  d  S  e  s;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__l  __elevisor  __e  __uan  __stá  __alo.;;;;E  t  d  J  e  m;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__ste  __erano  __s  __uy  __aluroso.;;;;E  v  e  m  c;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__aúl  __astó  __u  __inero  __n  __ulces.;;;;R  g  s  d  e  d;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__as  __anzanas  __staban  __odridas.;;;;L  m  e  p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__osé  __s  __ás  __studioso  __ue __na.;;;;J  e  m  e  q  A ;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__i  __erro  __ack  __s  __uy  __uguetón.;;;;M  p  J  e  m  j;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__l  __estido  __e  __sabel  __s  __lanco.;;;;E  v  d  I  e  b;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__ste  __nvierno  __erá  __uy  __río.;;;;E  i  s  m  f;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;___e ___usta __omer  _an.;;;;M g c p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__l  __iernes  __erá  __l  __umpleaños  __e  ;;;;E v s e c d M;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__lara  y  __elipe  __ienen  __ueve __años.;;;;C  F  t  n  a;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__l  __eterinario  __acunó  a  __eis   __atitos.;;;;E  v  v  s  g;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;__duardo  __erminó  __u  __area.;;;;E  t  s  t;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;___n ___a ___laza  ___ay  ___alomas.;;;;E  l   p   h   p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;___is   ____apás ____e  _____egalaron       _____n     ______omputador.;;;;M  p   m   r   u   c;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;____i  _____ejor  _____miga  ___e  ___lama  ____atentina.;;;;M   m   a   s   l   V;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;____lla    ___ive en la ____omuna  __e  ____acul.;;;;E   v   e   l   c   d   M;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;____o    ____uego     ___on    ____is   ____migos.;;;;Y   j   c   m    a;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;____a   ___elota  ___e   ____anuel  ___s  ___equeña.;;;;L   p   d   M   e   p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;____oda  ____i   ____amilia   ____e   ____eune  ____ara   ____avidad.;;;;T   m   f   s   r   p   N;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;___o    ___aldré ___on ____i  ____buelita  ____lara    a   __ugar.;;;;Y   s   c   m   a   C  j;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;____erca   __e   __i   ___olegio  ___ay   ___n    ____arque.;;;;C  d   m   c   h   u   p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;____  ___i   ____errito   ____nti   ___e   ____usta     ____omer    ____alletas.;;;;A   m   p   I   l   g   c   g;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;___a    ____apital    ___e     ____uestro    ____aís     ___s    ____antiago.;;;;L   c   d   n   p   e   S;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;____e    ____usta   ____omer   ____alletas   ___on     ____hocolate.;;;;M   g   c   g   c   c;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;____i    ____signatura   ____avorita   __s    ___iencias    ___aturales.;;;;M   a   f   e   C   N;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;_____o    ____stoy    ____e      ____umpleaños   ___n    ____arzo.;;;;Y   e  d   c   e   m;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
18;____l     ____ño      _____iene       ____oce     _____meses.;;;;E   a   t   d   m;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;;;;;;;;
19;Me encanta comer frutillas;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Por fin llegó el verano;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Me gusta jugar a la pelota;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Qué frío hace;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;No te olvides de tu colación;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Se te está cayendo el helado;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Qué bien lo pasamos en el cumpleaños;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Me encanta hacer Educación Física;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Me quedé dormida;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;No me gusta el jarabe;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Se me olvido hacer la tarea;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Siempre llegas tarde a clase;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Me encanta jugar con mis amigas;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Me regalaron un computador;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Mi papá me vino a buscar ayer al colegio;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Me encanta esta comida;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Mi mamá se va a enojar conmigo;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Ese chaleco está muy caro;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Me encanta esta música;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Estoy practicando para correr más fuerte;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Por fin hoy viene mi abuelita;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Me encanta que cocines cosas ricas;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Se me quedaron los lentes;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Tengo muchos lápices nuevos;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Hoy iré a la piscina con mi curso;¡!;¿?;;¡!;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Cómo estás;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Juguemos con estas muñecas;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Qué día es hoy;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Cómo se llama tu profesora;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Quién es tu mejor amiga;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Te gustan los helados;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Cuántos lápices hay en tu estuche;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Quiénes irán a la fiesta;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Me abrigo para salir;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;En qué colegio estudias;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Cuál es la dirección de tu casa;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Vamos a jugar al parque;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Cuántos años tienes;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Cuál es tu comida favorita;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Por qué en verano usamos polera;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Ese perro muerde;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Hay tarea para mañana;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Cuánto cuesta el kilo de manzanas;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Vas a salir hoy en la tarde;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Se enojará mi mamá si me acuesto tarde;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Sabes usar un computador;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Te regalaron el juguete que querías;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Qué música te gusta bailar;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Tomarás leche o yogurt;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
19;Jugaremos en el recreo de hoy;¡!;¿?;;¿?;Elige el signo más adecuado para la expresión.;;;;;;;;;
20;Escribe la palabra;;;;cemento;cemento;;;;;;;;;
20;Escribe la palabra;;;;ciruela;ciruela;;;;;;;;;
20;Escribe la palabra;;;;cebra;cebra;;;;;;;;;
20;Escribe la palabra;;;;sillón;sillón;;;;;;;;;
20;Escribe la palabra;;;;circo;circo;;;;;;;;;
20;Escribe la palabra;;;;silencio;silencio;;;;;;;;;
20;Escribe la palabra;;;;sirena;sirena;;;;;;;;;
20;Escribe la palabra;;;;secretos;secretos;;;;;;;;;
20;Escribe la palabra;;;;peces;peces;;;;;;;;;
20;Escribe la palabra;;;;ceja;ceja;;;;;;;;;
20;Escribe la palabra;;;;cereales;cereales;;;;;;;;;
20;Escribe la palabra;;;;cinturón;cinturón;;;;;;;;;
20;Escribe la palabra;;;;semana;semana;;;;;;;;;
20;Escribe la palabra;;;;celular;celular;;;;;;;;;
20;Escribe la palabra;;;;serpiente;serpiente;;;;;;;;;
20;Escribe la palabra;;;;quiosco;quiosco;;;;;;;;;
20;Escribe la palabra;;;;equipo;equipo;;;;;;;;;
20;Escribe la palabra;;;;vaquero;vaquero;;;;;;;;;
20;Escribe la palabra;;;;raqueta;raqueta;;;;;;;;;
20;Escribe la palabra;;;;estanque;estanque;;;;;;;;;
20;Escribe la palabra;;;;parque;parque;;;;;;;;;
20;Escribe la palabra;;;;mantequilla;mantequilla;;;;;;;;;
20;Escribe la palabra;;;;mosquito;mosquito;;;;;;;;;
20;Escribe la palabra;;;;cosquillas;cosquillas;;;;;;;;;
20;Escribe la palabra;;;;esqueleto;esqueleto;;;;;;;;;
20;Escribe la palabra;;;;queso;queso;;;;;;;;;
20;Escribe la palabra;;;;esquimal;esquimal;;;;;;;;;
20;Escribe la palabra;;;;maniquí;maniquí;;;;;;;;;
20;Escribe la palabra;;;;quemadura;quemadura;;;;;;;;;
20;Escribe la palabra;;;;peluquero;peluquero;;;;;;;;;
20;Escribe la palabra;;;;guinda;guinda;;;;;;;;;
20;Escribe la palabra;;;;gelatina;gelatina;;;;;;;;;
20;Escribe la palabra;;;;pingüino;pingüino;;;;;;;;;
20;Escribe la palabra;;;;girasol;girasol;;;;;;;;;
20;Escribe la palabra;;;;gigante;gigante;;;;;;;;;
20;Escribe la palabra;;;;merengue;merengue;;;;;;;;;
20;Escribe la palabra;;;;desagüe;desagüe;;;;;;;;;
20;Escribe la palabra;;;;antigüedad;antigüedad;;;;;;;;;
20;Escribe la palabra;;;;gitana;gitana;;;;;;;;;
20;Escribe la palabra;;;;gemelas;gemelas;;;;;;;;;
20;Escribe la palabra;;;;madriguera;madriguera;;;;;;;;;
20;Escribe la palabra;;;;guepardo;guepardo;;;;;;;;;
20;Escribe la palabra;;;;guitarra;guitarra;;;;;;;;;
20;Escribe la palabra;;;;guiso;guiso;;;;;;;;;
20;Escribe la palabra;;;;gente;gente;;;;;;;;;
20;Escribe la palabra;;;;reloj;reloj;;;;;;;;;
20;Escribe la palabra;;;;Enrique;Enrique;;;;;;;;;
