id;Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;Feedback
200;2;La zampoña es un instrumento musical típico del norte de Chile.;zampoña;instrumento;norte;zampoña;¿En cuál de estas palabras se encuentra la letra z?;;La palabra zampoña contiene letra Z
201;2;Aries y Acuario son dos signos del zodiaco.;Acuario;signos;zodiaco;zodiaco;¿En cuál de estas palabras se encuentra la letra z?;;La palabra zodiaco contiene letra Z
202;2;El primo de Eduardo es zurdo.;primo;Eduardo;zurdo;zurdo;¿En cuál de estas palabras se encuentra la letra z?;;La palabra zurdo contiene letra Z
203;3;;amigo;Jaime;;amigo;¿En cuál de estas  dos palabras  se encuentra la a como sonido inicial?;;Amigo tiene como sonido incial a
204;3;;dedo;anillo;;anillo;¿En cuál de estas  dos palabras  se encuentra la a como sonido inicial?;;anillo tiene como sonido incial a
205;3;;avión;cielo;;avión;¿En cuál de estas  dos palabras  se encuentra la a como sonido inicial?;;avión tiene como sonido incial a
206;3;;calle;auto;;auto;¿En cuál de estas  dos palabras  se encuentra la a como sonido inicial?;;auto tiene como sonido incial a
207;3;;animal;elefante;;animal;¿En cuál de estas  dos palabras  se encuentra la a como sonido inicial?;;animal tiene como sonido incial a
208;3;;amarillo;celeste;;amarillo;¿En cuál de estas  dos palabras  se encuentra la a como sonido inicial?;;amarillo tiene como sonido incial a
209;3;;pintura;artístico;;artístico;¿En cuál de estas  dos palabras  se encuentra la a como sonido inicial?;;artístico tiene como sonido incial a
210;3;;árbol;hojas;;árbol;¿En cuál de estas  dos palabras  se encuentra la a como sonido inicial?;;árbol tiene como sonido incial a
211;3;;telaraña;araña;;araña;¿En cuál de estas  dos palabras  se encuentra la a como sonido inicial?;;araña tiene como sonido incial a
212;3;;ala;plumas;;ala;¿En cuál de estas  dos palabras  se encuentra la a como sonido inicial?;;ala tiene como sonido incial a
213;3;;estufa;fuego;;estufa;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;estufa tiene como sonido final a
214;3;;cama;cojín;;cama;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;cama tiene como sonido final a
215;3;;noche;estrella;;estrella;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;estrellaa tiene como sonido final a
216;3;;escalera;techo;;escalera;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;escalera tiene como sonido final a
217;3;;rastrillo;pala;;pala;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;pala tiene como sonido final a
218;3;;paloma;árbol;;paloma;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;Paloma tiene como sonido final a
219;3;;nube;lluvia;;lluvia;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;lluvia tiene como sonido final a
220;3;;escoba;piso;;escoba;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;escoba tiene como sonido final a
221;3;;profesora;pizarrón;;profesora;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;profesora tiene como sonido final a
222;3;;gallina;gallo;;gallina;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;gallina tiene como sonido final a
223;3;;escalera;techo;;escalera;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;escalera tiene como sonido incial e
224;3;;luna;estrella;;estrella;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;estrella tiene como sonido incial e
225;3;;escuela;profesora;;escuela;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;escuelatiene como sonido incial e
226;3;;espada;soldado;;espada;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;escapada tiene como sonido incial e
227;3;;cuaderno;escritorio;;escritorio;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;escritorio tiene como sonido incial e
228;3;;casa;estufa;;estufa;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;estufa tiene como sonido incial e
229;3;;escoba;patio;;escoba;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;escoba tiene como sonido incial e
230;3;;niña;espejo;;espejo;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;espejo tiene como sonido incial e
231;3;;enano;duende;;enano;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;enano tiene como sonido incial e
232;3;;estornudo;boca;;estornudo;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;estornudo tiene como sonido incial e
233;3;;bosque;árbol;;bosque;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;bosque tiene como sonido final e
234;3;;botella;jarabe;;jarabe;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;jarabe tiene como sonido final e
235;3;;ave;rama;;ave;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;ave tiene como sonido final e
236;3;;mujer;hombre;;hombre;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;hombre tiene como sonido final e
237;3;;puente;río;;puente;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;puente tiene como sonido final e
238;3;;pierna;pie;;pie;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;pie tiene como sonido final e
239;3;;tigresa;tigre;;tigre;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;tigre tiene como sonido final e
240;3;;rinoceronte;río;;rinoceronte;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;rinoceronte tiene como sonido final e
241;3;;tomate;cebolla;;tomate;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;tomate tiene como sonido final e
242;3;;golosina;chocolate;;chocolate;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;chocolate tiene como sonido final e
243;3;;isla;tierra;;isla;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;isla tiene como sonido incial i
244;3;;cangrejo;iguana;;iguana;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;iguana tiene como sonido incial i
245;3;;imán;mesa;;imán;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;imán tiene como sonido incial i
246;3;;casa;iglú;;iglú;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;iglú tiene como sonido incial i
247;3;;mexicano ;indio;;indio;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;indio tiene como sonido incial i
248;3;;meñique;índice;;índice;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;índice tiene como sonido incial i
249;3;;idea;pensamiento ;;idea;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;idea tiene como sonido incial i
250;3;;inflar;toser;;inflar;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;inflar tiene como sonido incial i
251;3;;Isabel;Carlos;;Isabel;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;Isabel tiene como sonido incial i
252;3;;inicio;final;;inicio;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;inicio tiene como sonido incial i
253;3;;apio;ají;;ají;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;ají tiene como sonido final i
254;3;;ave;colibrí ;;colibrí ;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;colibrí tiene como sonido final i
255;3;;taxi;auto;;taxi;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;taxi tiene como sonido final i
256;3;;jabalí;jirafa;;jabalí;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;jabalí tiene como sonido final i
257;3;;safari;África;;safari;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;safari tiene como sonido final i
258;3;;amarillo;caqui;;caqui;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;caqui tiene como sonido final i
259;3;;diamante;rubí;;rubí;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;rubí tiene como sonido final i
260;3;;esquí;tabla;;esquí;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;esquí tiene como sonido final i
261;3;;ninja;samurai;;samurai;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;samurai tiene como sonido final i
262;3;;oveja;lana;;oveja;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;oveja tiene como sonido incial o
263;3;;olla;sartén;;olla;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;olla tiene como sonido incial o
264;3;;mariposa;oruga;;oruga;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;oruga tiene como sonido incial o
265;3;;cara;oreja;;oreja;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;oreja tiene como sonido incial o
266;3;;ombligo;piernas;;ombligo;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;ombligo tiene como sonido incial o
267;3;;iglesia;obispo;;obispo;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;obispo tiene como sonido incial o
268;3;;oso;pez;;oso;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;oso tiene como sonido incial o
269;3;;ojo;nariz;;ojo;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;ojo tiene como sonido incial o
270;3;;mariposa;ostra;;ostra;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;ostra tiene como sonido incial o
271;3;;octubre;mayo;;octubre;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;octubre tiene como sonido incial o
272;3;;rama;loro;;loro;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;loro tiene como sonido final o
273;3;;auto;rueda;;auto;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;auto tiene como sonido final o
274;3;;calle;micro;;micro;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;micro tiene como sonido final o
275;3;;metro;escalera;;metro;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;metro tiene como sonido final o
276;3;;cartera;bolso;;bolso;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;bolso tiene como sonido final o
277;3;;vestido;falda;;vestido;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;vestido tiene como sonido final o
278;3;;lápiz;libro;;libro;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;libro tiene como sonido final o
279;3;;amarillo;verde;;amarillo;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;amarillo tiene como sonido final o
280;3;;nube;cielo;;cielo;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;cieloo tiene como sonido final o
281;3;;beso;boca;;beso;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;beso tiene como sonido final o
282;3;;uva;manzana;;uva;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;uva tiene como sonido inicial u
283;3;;uslero;cocina;;uslero;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;uslero tiene como sonido inicial u
284;3;;mano;uña;;uña;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;uña tiene como sonido inicial u
285;3;;decena;unidad;;unidad;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;unidad tiene como sonido inicial u
286;3;;universidad;colegio;;universidad;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;universidad tiene como sonido inicial u
287;3;;dos;uno;;uno;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;uno tiene como sonido inicial u
288;3;;unicornio;caballo;;unicornio;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;unicornio tiene como sonido inicial u
289;3;;planetas;universo;;universo;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;universo tiene como sonido inicial u
290;3;;primero;último;;último;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;último tiene como sonido inicial u
291;3;;uniforme;pantalón;;uniforme;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;uniforme tiene como sonido inicial u
292;3;;bambú;libro;;bambú;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;bambú tiene como sonido final u
293;3;;nube;Perú;;Perú;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;Perú tiene como sonido final u
294;3;;mariposa;tribu;;tribu;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;tribu tiene como sonido final u
295;3;;iglú;pez;;iglú;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;iglú tiene como sonido final u
296;3;;oreja;espíritu;;espíritu;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;espíritu tiene como sonido final u
297;3;;menú;tomate;;menú;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;menú tiene como sonido final u
298;3;;rama;ñandú;;ñandú;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;ñandú tiene como sonido final u
299;3;;champú;cartera;;champú;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;champú tiene como sonido final u
300;3;;mariposa;rueda;;mariposa;¿En cuál de estas  dos palabras encontramos  el sonido m?;;En la palabra mariposa se identifica el sonido M 
301;3;;libro;mamadera;;mamadera;¿En cuál de estas  dos palabras encontramos  el sonido m?;;En la palabra mamadera se identifica el sonido M 
302;3;;mesa;nube;;mesa;¿En cuál de estas  dos palabras encontramos  el sonido m?;;En la palabra mesa se identifica el sonido M 
303;3;;metro;tigre;;metro;¿En cuál de estas  dos palabras encontramos  el sonido m?;;En la palabra metro se identifica el sonido M 
304;3;;tomate;lana;;tomate;¿En cuál de estas  dos palabras encontramos  el sonido m?;;En la palabra tomate se identifica el sonido M 
305;3;;árbol;amarillo;;amarillo;¿En cuál de estas  dos palabras encontramos  el sonido m?;;En la palabra amarillo se identifica el sonido M 
306;3;;cama;estrella;;cama;¿En cuál de estas  dos palabras encontramos  el sonido m?;;En la palabra cama se identifica el sonido M 
307;3;;iglesia;animal;;animal;¿En cuál de estas  dos palabras encontramos  el sonido m?;;En la palabra animal se identifica el sonido M 
308;3;;escalera;mujer;;mujer;¿En cuál de estas  dos palabras encontramos  el sonido m?;;En la palabra mujer se identifica el sonido M 
309;3;;mano;espejo;;mano;¿En cuál de estas  dos palabras encontramos  el sonido m?;;En la palabra mano se identifica el sonido M 
310;3;;libro;cuaderno;;libro;¿En cuál de estas  dos palabras encontramos  el sonido l?;;En la palabra libro se identifica el sonido L
311;3;;casa;lana;;lana;¿En cuál de estas  dos palabras encontramos  el sonido l?;;En la palabra limón se identifica el sonido L
