id;Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;;;;;;;;
215;3;;noche;estrella;;estrella;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;;;;;;;;
216;3;;escalera;techo;;escalera;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;;;;;;;;
217;3;;rastrillo;pala;;pala;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;;;;;;;;
218;3;;paloma;árbol;;paloma;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;;;;;;;;
219;3;;nube;lluvia;;lluvia;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;;;;;;;;
220;3;;escoba;piso;;escoba;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;;;;;;;;
221;3;;profesora;pizarrón;;profesora;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;;;;;;;;
222;3;;gallina;gallo;;gallina;¿En cuál de estas  dos palabras  se encuentra la a como sonido final?;;;;;;;;;
223;3;;escalera;techo;;escalera;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;;;;;;;;
224;3;;luna;estrella;;estrella;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;;;;;;;;
225;3;;escuela;profesora;;escuela;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;;;;;;;;
226;3;;espada;soldado;;espada;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;;;;;;;;
227;3;;cuaderno;escritorio;;escritorio;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;;;;;;;;
228;3;;casa;estufa;;estufa;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;;;;;;;;
229;3;;escoba;patio;;escoba;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;;;;;;;;
230;3;;niña;espejo;;espejo;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;;;;;;;;
231;3;;enano;duende;;enano;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;;;;;;;;
232;3;;estornudo;boca;;estornudo;¿En cuál de estas  dos palabras  se encuentra la e como sonido inicial?;;;;;;;;;
233;3;;bosque;árbol;;bosque;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;;;;;;;;
234;3;;botella;jarabe;;jarabe;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;;;;;;;;
235;3;;ave;rama;;ave;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;;;;;;;;
236;3;;mujer;hombre;;hombre;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;;;;;;;;
237;3;;puente;río;;puente;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;;;;;;;;
238;3;;pierna;pie;;pie;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;;;;;;;;
239;3;;tigresa;tigre;;tigre;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;;;;;;;;
240;3;;rinoceronte;río;;rinoceronte;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;;;;;;;;
241;3;;tomate;cebolla;;tomate;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;;;;;;;;
242;3;;golosina;chocolate;;chocolate;¿En cuál de estas  dos palabras  se encuentra la e como sonido final?;;;;;;;;;
243;3;;isla;tierra;;isla;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;;;;;;;;
244;3;;cangrejo;iguana;;iguana;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;;;;;;;;
245;3;;imán;mesa;;imán;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;;;;;;;;
246;3;;casa;iglú;;iglú;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;;;;;;;;
247;3;;mexicano ;indio;;indio;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;;;;;;;;
248;3;;meñique;índice;;índice;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;;;;;;;;
249;3;;idea;pensamiento ;;idea;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;;;;;;;;
250;3;;inflar;toser;;inflar;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;;;;;;;;
251;3;;Isabel;Carlos;;Isabel;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;;;;;;;;
252;3;;inicio;final;;inicio;¿En cuál de estas  dos palabras  se encuentra la i como sonido inicial?;;;;;;;;;
253;3;;apio;ají;;ají;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;;;;;;;;
254;3;;ave;colibrí ;;colibrí ;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;;;;;;;;
255;3;;taxi;auto;;taxi;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;;;;;;;;
256;3;;jabalí;jirafa;;jabalí;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;;;;;;;;
257;3;;safari;África;;safari;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;;;;;;;;
258;3;;amarillo;caqui;;caqui;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;;;;;;;;
259;3;;diamante;rubí;;rubí;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;;;;;;;;
260;3;;esquí;tabla;;esquí;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;;;;;;;;
261;3;;ninja;samurai;;samurai;¿En cuál de estas  dos palabras  se encuentra la i como sonido final?;;;;;;;;;
262;3;;oveja;lana;;oveja;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;;;;;;;;
263;3;;olla;sartén;;olla;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;;;;;;;;
264;3;;mariposa;oruga;;oruga;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;;;;;;;;
265;3;;cara;oreja;;oreja;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;;;;;;;;
266;3;;ombligo;piernas;;ombligo;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;;;;;;;;
267;3;;iglesia;obispo;;obispo;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;;;;;;;;
268;3;;oso;pez;;oso;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;;;;;;;;
269;3;;ojo;nariz;;ojo;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;;;;;;;;
270;3;;mariposa;ostra;;ostra;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;;;;;;;;
271;3;;octubre;mayo;;octubre;¿En cuál de estas  dos palabras  se encuentra la o como sonido  inicial?;;;;;;;;;
272;3;;rama;loro;;loro;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;;;;;;;;
273;3;;auto;rueda;;auto;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;;;;;;;;
274;3;;calle;micro;;micro;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;;;;;;;;
275;3;;metro;escalera;;metro;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;;;;;;;;
276;3;;cartera;bolso;;bolso;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;;;;;;;;
277;3;;vestido;falda;;vestido;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;;;;;;;;
278;3;;lápiz;libro;;libro;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;;;;;;;;
279;3;;amarillo;verde;;amarillo;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;;;;;;;;
280;3;;nube;cielo;;cielo;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;;;;;;;;
281;3;;beso;boca;;beso;¿En cuál de estas  dos palabras  se encuentra la o como sonido final?;;;;;;;;;
282;3;;uva;manzana;;uva;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;;;;;;;;
283;3;;uslero;cocina;;uslero;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;;;;;;;;
284;3;;mano;uña;;uña;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;;;;;;;;
285;3;;decena;unidad;;unidad;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;;;;;;;;
286;3;;universidad;colegio;;universidad;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;;;;;;;;
287;3;;dos;uno;;uno;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;;;;;;;;
288;3;;unicornio;caballo;;unicornio;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;;;;;;;;
289;3;;planetas;universo;;universo;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;;;;;;;;
290;3;;primero;último;;último;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;;;;;;;;
291;3;;uniforme;pantalón;;uniforme;¿En cuál de estas  dos palabras  se encuentra la u como sonido inicial?;;;;;;;;;
292;3;;bambú;libro;;bambú;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;;;;;;;;
293;3;;nube;Perú;;Perú;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;;;;;;;;
294;3;;mariposa;tribu;;tribu;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;;;;;;;;
295;3;;iglú;pez;;iglú;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;;;;;;;;
296;3;;oreja;espíritu;;espíritu;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;;;;;;;;
297;3;;menú;tomate;;menú;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;;;;;;;;
298;3;;rama;ñandú;;ñandú;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;;;;;;;;
299;3;;champú;cartera;;champú;¿En cuál de estas  dos palabras  se encuentra la u como sonido final?;;;;;;;;;
300;3;;mariposa;rueda;;mariposa;¿En cuál de estas  dos palabras encontramos  el sonido m?;;;;;;;;;
301;3;;libro;mamadera;;mamadera;¿En cuál de estas  dos palabras encontramos  el sonido m?;;;;;;;;;
302;3;;mesa;nube;;mesa;¿En cuál de estas  dos palabras encontramos  el sonido m?;;;;;;;;;
303;3;;metro;tigre;;metro;¿En cuál de estas  dos palabras encontramos  el sonido m?;;;;;;;;;
304;3;;tomate;lana;;tomate;¿En cuál de estas  dos palabras encontramos  el sonido m?;;;;;;;;;
305;3;;árbol;amarillo;;amarillo;¿En cuál de estas  dos palabras encontramos  el sonido m?;;;;;;;;;
306;3;;cama;estrella;;cama;¿En cuál de estas  dos palabras encontramos  el sonido m?;;;;;;;;;
307;3;;iglesia;animal;;animal;¿En cuál de estas  dos palabras encontramos  el sonido m?;;;;;;;;;
308;3;;escalera;mujer;;mujer;¿En cuál de estas  dos palabras encontramos  el sonido m?;;;;;;;;;
309;3;;mano;espejo;;mano;¿En cuál de estas  dos palabras encontramos  el sonido m?;;;;;;;;;
310;3;;libro;cuaderno;;libro;¿En cuál de estas  dos palabras encontramos  el sonido l?;;;;;;;;;
311;3;;casa;lana;;lana;¿En cuál de estas  dos palabras encontramos  el sonido l?;;;;;;;;;
312;3;;pájaro;loro;;loro;¿En cuál de estas  dos palabras encontramos  el sonido l?;;;;;;;;;
313;3;;luna;mar;;luna;¿En cuál de estas  dos palabras encontramos  el sonido l?;;;;;;;;;
314;3;;araña;lima;;lima;¿En cuál de estas  dos palabras encontramos  el sonido l?;;;;;;;;;
315;3;;lámpara;mesa;;lámpara;¿En cuál de estas  dos palabras encontramos  el sonido l?;;;;;;;;;
316;3;;tigre;león;;león;¿En cuál de estas  dos palabras encontramos  el sonido l?;;;;;;;;;
317;3;;pala;escoba;;pala;¿En cuál de estas  dos palabras encontramos  el sonido l?;;;;;;;;;
318;3;;nariz;labios;;labios;¿En cuál de estas  dos palabras encontramos  el sonido l?;;;;;;;;;
319;3;;limón;pera;;limón;¿En cuál de estas  dos palabras encontramos  el sonido l?;;;;;;;;;
320;3;;pera;tomate;;pera;¿En cuál de estas  dos palabras encontramos  el sonido p?;;;;;;;;;
321;3;;pájaro;loro;;pájaro;¿En cuál de estas  dos palabras encontramos  el sonido p?;;;;;;;;;
322;3;;lana;paloma;;paloma;¿En cuál de estas  dos palabras encontramos  el sonido p?;;;;;;;;;
323;3;;manos;piernas;;piernas;¿En cuál de estas  dos palabras encontramos  el sonido p?;;;;;;;;;
324;3;;goma;lápiz;;lápiz;¿En cuál de estas  dos palabras encontramos  el sonido p?;;;;;;;;;
325;3;;pelo;uñas;;pelo;¿En cuál de estas  dos palabras encontramos  el sonido p?;;;;;;;;;
326;3;;nube;puente;;puente;¿En cuál de estas  dos palabras encontramos  el sonido p?;;;;;;;;;
327;3;;espejo;anillo;;espejo;¿En cuál de estas  dos palabras encontramos  el sonido p?;;;;;;;;;
328;3;;espada;escudo;;espada;¿En cuál de estas  dos palabras encontramos  el sonido p?;;;;;;;;;
329;3;;colegio;pizarrón;;pizarrón;¿En cuál de estas  dos palabras encontramos  el sonido p?;;;;;;;;;
330;3;;sapo;araña;;sapo;¿En cuál de estas  dos palabras encontramos  el sonido s?;;;;;;;;;
331;3;;pala;saco;;saco;¿En cuál de estas  dos palabras encontramos  el sonido s?;;;;;;;;;
332;3;;mesa;florero;;mesa;¿En cuál de estas  dos palabras encontramos  el sonido s?;;;;;;;;;
333;3;;planeta;sol;;sol;¿En cuál de estas  dos palabras encontramos  el sonido s?;;;;;;;;;
334;3;;flor;mariposa;;mariposa;¿En cuál de estas  dos palabras encontramos  el sonido s?;;;;;;;;;
335;3;;beso;boca;;beso;¿En cuál de estas  dos palabras encontramos  el sonido s?;;;;;;;;;
336;3;;sartén;olla;;sartén;¿En cuál de estas  dos palabras encontramos  el sonido s?;;;;;;;;;
337;3;;casa;cama;;casa;¿En cuál de estas  dos palabras encontramos  el sonido s?;;;;;;;;;
338;3;;soldado;puente;;soldado;¿En cuál de estas  dos palabras encontramos  el sonido s?;;;;;;;;;
339;3;;perro;oso;;oso;¿En cuál de estas  dos palabras encontramos  el sonido s?;;;;;;;;;
340;3;;delfín;ballena;;delfín;¿En cuál de estas  dos palabras encontramos  el sonido d?;;;;;;;;;
341;3;;dado;mano;;dado;¿En cuál de estas  dos palabras encontramos  el sonido d?;;;;;;;;;
342;3;;dedos;anillo;;dedos;¿En cuál de estas  dos palabras encontramos  el sonido d?;;;;;;;;;
343;3;;rubí ;diamante;;diamante;¿En cuál de estas  dos palabras encontramos  el sonido d?;;;;;;;;;
344;3;;animal;dinosaurio;;dinosaurio;¿En cuál de estas  dos palabras encontramos  el sonido d?;;;;;;;;;
345;3;;hielo;duda;;duda;¿En cuál de estas  dos palabras encontramos  el sonido d?;;;;;;;;;
346;3;;dentista;muela;;dentista;¿En cuál de estas  dos palabras encontramos  el sonido d?;;;;;;;;;
347;3;;delantal;vestido;;delantal;¿En cuál de estas  dos palabras encontramos  el sonido d?;;;;;;;;;
348;3;;palo;dado;;dado;¿En cuál de estas  dos palabras encontramos  el sonido d?;;;;;;;;;
349;3;;dama;cama;;dama;¿En cuál de estas  dos palabras encontramos  el sonido d?;;;;;;;;;
350;3;;tenedor;cuchara;;tenedor;¿En cuál de estas  dos palabras encontramos  el sonido t?;;;;;;;;;
351;3;;araña;telaraña;;telaraña;¿En cuál de estas  dos palabras encontramos  el sonido t?;;;;;;;;;
352;3;;tigre;león;;tigre;¿En cuál de estas  dos palabras encontramos  el sonido t?;;;;;;;;;
353;3;;cebolla;tomate;;tomate;¿En cuál de estas  dos palabras encontramos  el sonido t?;;;;;;;;;
354;3;;tuna;pomelo;;tuna;¿En cuál de estas  dos palabras encontramos  el sonido t?;;;;;;;;;
355;3;;pato;árbol;;pato;¿En cuál de estas  dos palabras encontramos  el sonido t?;;;;;;;;;
356;3;;estufa;sillón;;estufa;¿En cuál de estas  dos palabras encontramos  el sonido t?;;;;;;;;;
357;3;;olla;taza;;taza;¿En cuál de estas  dos palabras encontramos  el sonido t?;;;;;;;;;
358;3;;televisor;mesa;;televisor;¿En cuál de estas  dos palabras encontramos  el sonido t?;;;;;;;;;
359;3;;celular;teléfono;;teléfono;¿En cuál de estas  dos palabras encontramos  el sonido t?;;;;;;;;;
360;3;;foca;ballena;;foca;¿En cuál de estas  dos palabras encontramos  el sonido f?;;;;;;;;;
361;3;;silla;estufa;;estufa;¿En cuál de estas  dos palabras encontramos  el sonido f?;;;;;;;;;
362;3;;fútbol;pelota;;fútbol;¿En cuál de estas  dos palabras encontramos  el sonido f?;;;;;;;;;
363;3;;farol;río;;farol;¿En cuál de estas  dos palabras encontramos  el sonido f?;;;;;;;;;
364;3;;guante;falda;;falda;¿En cuál de estas  dos palabras encontramos  el sonido f?;;;;;;;;;
365;3;;delfín;mono;;delfín;¿En cuál de estas  dos palabras encontramos  el sonido f?;;;;;;;;;
366;3;;agua;fuego;;fuego;¿En cuál de estas  dos palabras encontramos  el sonido f?;;;;;;;;;
367;3;;alfajor;vaso;;alfajor;¿En cuál de estas  dos palabras encontramos  el sonido f?;;;;;;;;;
368;3;;tigre;elefante;;elefante;¿En cuál de estas  dos palabras encontramos  el sonido f?;;;;;;;;;
369;3;;fuente;celular;;fuente;¿En cuál de estas  dos palabras encontramos  el sonido f?;;;;;;;;;
370;3;;nido;pájaro;;nido;¿En cuál de estas  dos palabras encontramos  el sonido n?;;;;;;;;;
371;3;;nube;cielo;;nube;¿En cuál de estas  dos palabras encontramos  el sonido n?;;;;;;;;;
372;3;;cordillera;nieve;;nieve;¿En cuál de estas  dos palabras encontramos  el sonido n?;;;;;;;;;
373;3;;amarillo;negro;;negro;¿En cuál de estas  dos palabras encontramos  el sonido n?;;;;;;;;;
374;3;;día;noche;;noche;¿En cuál de estas  dos palabras encontramos  el sonido n?;;;;;;;;;
375;3;;animal;toro;;animal;¿En cuál de estas  dos palabras encontramos  el sonido n?;;;;;;;;;
376;3;;estrella;noche;;noche;¿En cuál de estas  dos palabras encontramos  el sonido n?;;;;;;;;;
377;3;;Luis;Natalina;;Natalina;¿En cuál de estas  dos palabras encontramos  el sonido n?;;;;;;;;;
378;3;;nariz;cara;;nariz;¿En cuál de estas  dos palabras encontramos  el sonido n?;;;;;;;;;
379;3;;noticia;libro;;noticia;¿En cuál de estas  dos palabras encontramos  el sonido n?;;;;;;;;;
380;3;;perro;gato;;perro;¿En cuál de estas  dos palabras encontramos  el sonido r?;;;;;;;;;
381;3;;uña;reloj;;reloj;¿En cuál de estas  dos palabras encontramos  el sonido r?;;;;;;;;;
382;3;;lana;pizarrón;;pizarrón;¿En cuál de estas  dos palabras encontramos  el sonido r?;;;;;;;;;
383;3;;casa;cerro;;cerro;¿En cuál de estas  dos palabras encontramos  el sonido r?;;;;;;;;;
384;3;;rueda;auto;;rueda;¿En cuál de estas  dos palabras encontramos  el sonido r?;;;;;;;;;
385;3;;espada;rey;;rey;¿En cuál de estas  dos palabras encontramos  el sonido r?;;;;;;;;;
386;3;;río;goma;;río;¿En cuál de estas  dos palabras encontramos  el sonido r?;;;;;;;;;
387;3;;mesa;ratón;;ratón;¿En cuál de estas  dos palabras encontramos  el sonido r?;;;;;;;;;
388;3;;rana;mano;;rana;¿En cuál de estas  dos palabras encontramos  el sonido r?;;;;;;;;;
389;3;;pelota;raqueta;;raqueta;¿En cuál de estas  dos palabras encontramos  el sonido r?;;;;;;;;;
390;3;;Chile;Argentina;;Chile;¿En cuál de estas  dos palabras encontramos  el sonido ch?;;;;;;;;;
391;3;;estrella;noche;;noche;¿En cuál de estas  dos palabras encontramos  el sonido ch?;;;;;;;;;
392;3;;techo;casa;;techo;¿En cuál de estas  dos palabras encontramos  el sonido ch?;;;;;;;;;
393;3;;chocolate;caramelo;;chocolate;¿En cuál de estas  dos palabras encontramos  el sonido ch?;;;;;;;;;
