Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen
3;;esquí;tabla;;esquí;¿En cuál de estas  dos palabras  se encuentra la I como sonido final?;
3;;ninja;samurai;;samurai;¿En cuál de estas  dos palabras  se encuentra la I como sonido final?;
3;;oveja;lana;;oveja;¿En cuál de estas  dos palabras  se encuentra la O como sonido  inicial?;
3;;olla;sartén;;olla;¿En cuál de estas  dos palabras  se encuentra la O como sonido  inicial?;
3;;mariposa;oruga;;oruga;¿En cuál de estas  dos palabras  se encuentra la O como sonido  inicial?;
3;;cara;oreja;;oreja;¿En cuál de estas  dos palabras  se encuentra la O como sonido  inicial?;
3;;ombligo;piernas;;ombligo;¿En cuál de estas  dos palabras  se encuentra la O como sonido  inicial?;
3;;iglesia;obispo;;obispo;¿En cuál de estas  dos palabras  se encuentra la O como sonido  inicial?;
3;;oso;pez;;oso;¿En cuál de estas  dos palabras  se encuentra la O como sonido  inicial?;
3;;ojo;nariz;;ojo;¿En cuál de estas  dos palabras  se encuentra la O como sonido  inicial?;
3;;mariposa;ostra;;ostra;¿En cuál de estas  dos palabras  se encuentra la O como sonido  inicial?;
3;;octubre;mayo;;octubre;¿En cuál de estas  dos palabras  se encuentra la O como sonido  inicial?;
3;;rama;loro;;loro;¿En cuál de estas  dos palabras  se encuentra la O como sonido final?;
3;;auto;rueda;;auto;¿En cuál de estas  dos palabras  se encuentra la O como sonido final?;
3;;calle;micro;;micro;¿En cuál de estas  dos palabras  se encuentra la O como sonido final?;
3;;metro;escalera;;metro;¿En cuál de estas  dos palabras  se encuentra la O como sonido final?;
3;;cartera;bolso;;bolso;¿En cuál de estas  dos palabras  se encuentra la O como sonido final?;
3;;vestido;falda;;vestido;¿En cuál de estas  dos palabras  se encuentra la O como sonido final?;
3;;lápiz;libro;;libro;¿En cuál de estas  dos palabras  se encuentra la O como sonido final?;
3;;amarillo;verde;;amarillo;¿En cuál de estas  dos palabras  se encuentra la O como sonido final?;
3;;nube;cielo;;cielo;¿En cuál de estas  dos palabras  se encuentra la O como sonido final?;
3;;beso;boca;;beso;¿En cuál de estas  dos palabras  se encuentra la O como sonido final?;
3;;uva;manzana;;uva;¿En cuál de estas  dos palabras  se encuentra la U como sonido inicial?;
3;;uslero;cocina;;uslero;¿En cuál de estas  dos palabras  se encuentra la U como sonido inicial?;
3;;mano;uña;;uña;¿En cuál de estas  dos palabras  se encuentra la U como sonido inicial?;
3;;decena;unidad;;unidad;¿En cuál de estas  dos palabras  se encuentra la U como sonido inicial?;
3;;universidad;colegio;;universidad;¿En cuál de estas  dos palabras  se encuentra la U como sonido inicial?;
3;;dos;uno;;uno;¿En cuál de estas  dos palabras  se encuentra la U como sonido inicial?;
3;;unicornio;caballo;;unicornio;¿En cuál de estas  dos palabras  se encuentra la U como sonido inicial?;
3;;planetas;universo;;universo;¿En cuál de estas  dos palabras  se encuentra la U como sonido inicial?;
3;;primero;último;;último;¿En cuál de estas  dos palabras  se encuentra la U como sonido inicial?;
3;;uniforme;pantalón;;uniforme;¿En cuál de estas  dos palabras  se encuentra la U como sonido inicial?;
3;;bambú;libro;;bambú;¿En cuál de estas  dos palabras  se encuentra la U como sonido final?;
3;;nube;Perú;;Perú;¿En cuál de estas  dos palabras  se encuentra la U como sonido final?;
3;;mariposa;tribu;;tribu;¿En cuál de estas  dos palabras  se encuentra la U como sonido final?;
3;;iglú;pez;;iglú;¿En cuál de estas  dos palabras  se encuentra la U como sonido final?;
3;;oreja;espíritu;;espíritu;¿En cuál de estas  dos palabras  se encuentra la U como sonido final?;
3;;menú;tomate;;menú;¿En cuál de estas  dos palabras  se encuentra la U como sonido final?;
3;;rama;ñandú;;ñandú;¿En cuál de estas  dos palabras  se encuentra la U como sonido final?;
3;;champú;cartera;;champú;¿En cuál de estas  dos palabras  se encuentra la U como sonido final?;
3;;mariposa;rueda;;mariposa;¿En cuál de estas  dos palabras encontramos  el sonido M?;
3;;libro;mamadera;;mamadera;¿En cuál de estas  dos palabras encontramos  el sonido M?;
3;;mesa;nube;;mesa;¿En cuál de estas  dos palabras encontramos  el sonido M?;
3;;metro;tigre;;metro;¿En cuál de estas  dos palabras encontramos  el sonido M?;
3;;tomate;lana;;tomate;¿En cuál de estas  dos palabras encontramos  el sonido M?;
3;;árbol;amarillo;;amarillo;¿En cuál de estas  dos palabras encontramos  el sonido M?;
3;;cama;estrella;;cama;¿En cuál de estas  dos palabras encontramos  el sonido M?;
3;;iglesia;animal;;animal;¿En cuál de estas  dos palabras encontramos  el sonido M?;
3;;escalera;mujer;;mujer;¿En cuál de estas  dos palabras encontramos  el sonido M?;
3;;mano;espejo;;mano;¿En cuál de estas  dos palabras encontramos  el sonido M?;
3;;libro;cuaderno;;libro;¿En cuál de estas  dos palabras encontramos  el sonido L?;
3;;casa;lana;;lana;¿En cuál de estas  dos palabras encontramos  el sonido L?;
3;;pájaro;loro;;loro;¿En cuál de estas  dos palabras encontramos  el sonido L?;
3;;luna;mar;;luna;¿En cuál de estas  dos palabras encontramos  el sonido L?;
3;;araña;lima;;lima;¿En cuál de estas  dos palabras encontramos  el sonido L?;
3;;lámpara;mesa;;lámpara;¿En cuál de estas  dos palabras encontramos  el sonido L?;
3;;tigre;león;;león;¿En cuál de estas  dos palabras encontramos  el sonido L?;
3;;pala;escoba;;pala;¿En cuál de estas  dos palabras encontramos  el sonido L?;
3;;nariz;labios;;labios;¿En cuál de estas  dos palabras encontramos  el sonido L?;
3;;limón;pera;;limón;¿En cuál de estas  dos palabras encontramos  el sonido L?;
3;;pera;tomate;;pera;¿En cuál de estas  dos palabras encontramos  el sonido P?;
3;;pájaro;loro;;pájaro;¿En cuál de estas  dos palabras encontramos  el sonido P?;
3;;lana;paloma;;paloma;¿En cuál de estas  dos palabras encontramos  el sonido P?;
3;;manos;piernas;;piernas;¿En cuál de estas  dos palabras encontramos  el sonido P?;
3;;goma;lápiz;;lápiz;¿En cuál de estas  dos palabras encontramos  el sonido P?;
3;;pelo;uñas;;pelo;¿En cuál de estas  dos palabras encontramos  el sonido P?;
3;;nube;puente;;puente;¿En cuál de estas  dos palabras encontramos  el sonido P?;
3;;espejo;anillo;;espejo;¿En cuál de estas  dos palabras encontramos  el sonido P?;
3;;espada;escudo;;espada;¿En cuál de estas  dos palabras encontramos  el sonido P?;
3;;colegio;pizarrón;;pizarrón;¿En cuál de estas  dos palabras encontramos  el sonido P?;
3;;sapo;araña;;sapo;¿En cuál de estas  dos palabras encontramos  el sonido S?;
3;;pala;saco;;saco;¿En cuál de estas  dos palabras encontramos  el sonido S?;
3;;mesa;florero;;mesa;¿En cuál de estas  dos palabras encontramos  el sonido S?;
3;;planeta;sol;;sol;¿En cuál de estas  dos palabras encontramos  el sonido S?;
3;;flor;mariposa;;mariposa;¿En cuál de estas  dos palabras encontramos  el sonido S?;
3;;beso;boca;;beso;¿En cuál de estas  dos palabras encontramos  el sonido S?;
3;;sartén;olla;;sartén;¿En cuál de estas  dos palabras encontramos  el sonido S?;
3;;casa;cama;;casa;¿En cuál de estas  dos palabras encontramos  el sonido S?;
3;;soldado;puente;;soldado;¿En cuál de estas  dos palabras encontramos  el sonido S?;
3;;perro;oso;;oso;¿En cuál de estas  dos palabras encontramos  el sonido S?;
3;;delfín;ballena;;delfín;¿En cuál de estas  dos palabras encontramos  el sonido D?;
3;;dado;mano;;dado;¿En cuál de estas  dos palabras encontramos  el sonido D?;
3;;dedos;anillo;;dedos;¿En cuál de estas  dos palabras encontramos  el sonido D?;
3;;rubí ;diamante;;diamante;¿En cuál de estas  dos palabras encontramos  el sonido D?;
3;;animal;dinosaurio;;dinosaurio;¿En cuál de estas  dos palabras encontramos  el sonido D?;
3;;hielo;duda;;duda;¿En cuál de estas  dos palabras encontramos  el sonido D?;
3;;dentista;muela;;dentista;¿En cuál de estas  dos palabras encontramos  el sonido D?;
3;;delantal;vestido;;delantal;¿En cuál de estas  dos palabras encontramos  el sonido D?;
3;;palo;dado;;dado;¿En cuál de estas  dos palabras encontramos  el sonido D?;
3;;dama;cama;;dama;¿En cuál de estas  dos palabras encontramos  el sonido D?;
3;;tenedor;cuchara;;tenedor;¿En cuál de estas  dos palabras encontramos  el sonido T?;
3;;araña;telaraña;;telaraña;¿En cuál de estas  dos palabras encontramos  el sonido T?;
3;;tigre;león;;tigre;¿En cuál de estas  dos palabras encontramos  el sonido T?;
3;;cebolla;tomate;;tomate;¿En cuál de estas  dos palabras encontramos  el sonido T?;
3;;tuna;pomelo;;tuna;¿En cuál de estas  dos palabras encontramos  el sonido T?;
3;;pato;árbol;;pato;¿En cuál de estas  dos palabras encontramos  el sonido T?;
3;;estufa;sillón;;estufa;¿En cuál de estas  dos palabras encontramos  el sonido T?;
3;;olla;taza;;taza;¿En cuál de estas  dos palabras encontramos  el sonido T?;
3;;televisor;mesa;;televisor;¿En cuál de estas  dos palabras encontramos  el sonido T?;
3;;celular;teléfono;;teléfono;¿En cuál de estas  dos palabras encontramos  el sonido T?;
3;;foca;ballena;;foca;¿En cuál de estas  dos palabras encontramos  el sonido F?;
3;;silla;estufa;;estufa;¿En cuál de estas  dos palabras encontramos  el sonido F?;
3;;fútbol;pelota;;fútbol;¿En cuál de estas  dos palabras encontramos  el sonido F?;
3;;farol;río;;farol;¿En cuál de estas  dos palabras encontramos  el sonido F?;
3;;guante;falda;;falda;¿En cuál de estas  dos palabras encontramos  el sonido F?;
3;;delfín;mono;;delfín;¿En cuál de estas  dos palabras encontramos  el sonido F?;
3;;agua;fuego;;fuego;¿En cuál de estas  dos palabras encontramos  el sonido F?;
3;;alfajor;vaso;;alfajor;¿En cuál de estas  dos palabras encontramos  el sonido F?;
3;;tigre;elefante;;elefante;¿En cuál de estas  dos palabras encontramos  el sonido F?;
3;;fuente;celular;;fuente;¿En cuál de estas  dos palabras encontramos  el sonido F?;
3;;nido;pájaro;;nido;¿En cuál de estas  dos palabras encontramos  el sonido N?;
3;;nube;cielo;;nube;¿En cuál de estas  dos palabras encontramos  el sonido N?;
3;;cordillera;nieve;;nieve;¿En cuál de estas  dos palabras encontramos  el sonido N?;
3;;amarillo;negro;;negro;¿En cuál de estas  dos palabras encontramos  el sonido N?;
3;;día;noche;;noche;¿En cuál de estas  dos palabras encontramos  el sonido N?;
3;;animal;toro;;animal;¿En cuál de estas  dos palabras encontramos  el sonido N?;
3;;estrella;noche;;noche;¿En cuál de estas  dos palabras encontramos  el sonido N?;
3;;Luis;Natalina;;Natalina;¿En cuál de estas  dos palabras encontramos  el sonido N?;
3;;nariz;cara;;nariz;¿En cuál de estas  dos palabras encontramos  el sonido N?;
3;;noticia;libro;;noticia;¿En cuál de estas  dos palabras encontramos  el sonido N?;
3;;perro;gato;;perro;¿En cuál de estas  dos palabras encontramos  el sonido R?;
3;;uña;reloj;;reloj;¿En cuál de estas  dos palabras encontramos  el sonido R?;
3;;lana;pizarrón;;pizarrón;¿En cuál de estas  dos palabras encontramos  el sonido R?;
3;;casa;cerro;;cerro;¿En cuál de estas  dos palabras encontramos  el sonido R?;
3;;rueda;auto;;rueda;¿En cuál de estas  dos palabras encontramos  el sonido R?;
3;;espada;rey;;rey;¿En cuál de estas  dos palabras encontramos  el sonido R?;
3;;río;goma;;río;¿En cuál de estas  dos palabras encontramos  el sonido R?;
3;;mesa;ratón;;ratón;¿En cuál de estas  dos palabras encontramos  el sonido R?;
3;;rana;mano;;rana;¿En cuál de estas  dos palabras encontramos  el sonido R?;
3;;pelota;raqueta;;raqueta;¿En cuál de estas  dos palabras encontramos  el sonido R?;
3;;Chile;Argentina;;Chile;¿En cuál de estas  dos palabras encontramos  el sonido CH?;
3;;estrella;noche;;noche;¿En cuál de estas  dos palabras encontramos  el sonido CH?;
3;;techo;casa;;techo;¿En cuál de estas  dos palabras encontramos  el sonido CH?;
3;;chocolate;caramelo;;chocolate;¿En cuál de estas  dos palabras encontramos  el sonido CH?;
3;;chancho;animal;;chancho;¿En cuál de estas  dos palabras encontramos  el sonido CH?;
3;;japonés ;China;;China;¿En cuál de estas  dos palabras encontramos  el sonido CH?;
3;;chaleco;polerón;;chaleco;¿En cuál de estas  dos palabras encontramos  el sonido CH?;
3;;mariachi;cantante;;mariachi;¿En cuál de estas  dos palabras encontramos  el sonido CH?;
3;;granja;rancho;;rancho;¿En cuál de estas  dos palabras encontramos  el sonido CH?;
3;;chico;grande;;chico;¿En cuál de estas  dos palabras encontramos  el sonido CH?;
3;;ñandú;cerro;;ñandú;¿En cuál de estas  dos palabras encontramos  el sonido Ñ?;
3;;teléfono;muñeco;;muñeco;¿En cuál de estas  dos palabras encontramos  el sonido Ñ?;
3;;otoño;guante;;otoño;¿En cuál de estas  dos palabras encontramos  el sonido Ñ?;
3;;estufa;niño;;niño;¿En cuál de estas  dos palabras encontramos  el sonido Ñ?;
3;;telaraña;casa;;telaraña;¿En cuál de estas  dos palabras encontramos  el sonido Ñ?;
3;;sartén;araña;;araña;¿En cuál de estas  dos palabras encontramos  el sonido Ñ?;
3;;soldado;meñique;;meñique;¿En cuál de estas  dos palabras encontramos  el sonido Ñ?;
3;;uña;goma;;uña;¿En cuál de estas  dos palabras encontramos  el sonido Ñ?;
3;;tigre;montaña;;montaña;¿En cuál de estas  dos palabras encontramos  el sonido Ñ?;
3;;bañera;saco;;bañera;¿En cuál de estas  dos palabras encontramos  el sonido Ñ?;
4;Las palomas tienen alas y sus patas son rojas.;palomas;alas;sus;sus;¿Cuál de las siguientes palabras tiene una sílaba?;
4;Puedo ver el sol en el cielo.;sol;cielo;puedo;sol;¿Cuál de las siguientes palabras tiene una sílaba?;
4;El mago hace magia con las cosas.;mago;cosas;las;las;¿Cuál de las siguientes palabras tiene una sílaba?;
4;En el árbol hay ricas manzanas.;árbol;En;manzanas;En;¿Cuál de las siguientes palabras tiene una sílaba?;
4;La casa de Luis está al lado de la escuela.;casa;Luis;La;La;¿Cuál de las siguientes palabras tiene una sílaba?;
4;La foca juega con la pelota.;foca;con;pelota;foca;¿Cuál de las siguientes palabras tiene dos sílabas?;
4;Camila y Felipe juegan con el dado.;Camila;dado;Felipe;dado;¿Cuál de las siguientes palabras tiene dos sílabas?;
4;Los pájaros tienen lindos colores.;pájaros;lindos;colores;lindos;¿Cuál de las siguientes palabras tiene dos sílabas?;
4;Mi papá lee el diario en las mañanas.;papá;mañanas;las;papá;¿Cuál de las siguientes palabras tiene dos sílabas?;
4;Yo hago las tareas en mi computador.;hago;yo;computador;hago;¿Cuál de las siguientes palabras tiene dos sílabas?;
4;Mi mamá pone ropa en la maleta.;mamá;ropa;maleta;maleta;¿Cuál de las siguientes palabras tiene tres sílabas?;
4;En el recreo corro jugando a la pelota.;corro;la;pelota;pelota;¿Cuál de las siguientes palabras tiene tres sílabas?;
4;La cuncuna come hojas de los árboles.;cuncuna;come;hojas;cuncuna;¿Cuál de las siguientes palabras tiene tres sílabas?;
4;La mariposa tiene lindos colores;mariposa;lindos;colores;colores;¿Cuál de las siguientes palabras tiene tres sílabas?;
4;Los amigos deben respetarse.;Los;amigos;respetarse;amigos;¿Cuál de las siguientes palabras tiene tres sílabas?;
4;Mis hermanitos son menores que yo.;hermanitos;menores;yo;hermanitos;¿Cuál de las siguientes palabras tiene cuatro sílabas?;
4;Mi mamá cocina ricas empanadas.;mamá;cocina;empanadas;empanadas;¿Cuál de las siguientes palabras tiene cuatro sílabas?;
4;A mi me gusta jugar en el computador.;gusta;jugar;computador;computador;¿Cuál de las siguientes palabras tiene cuatro sílabas?;
4;En el cine vi una buena película.;cine;buena;película;película;¿Cuál de las siguientes palabras tiene cuatro sílabas?;
4;A Miguel le gusta comer mandarinas.;Miguel;comer;mandarinas;mandarinas;¿Cuál de las siguientes palabras tiene cuatro sílabas?;
4;Los computadores de mi colegio son muy rápidos.;computadores;colegio;rápidos;computadores;¿Cuál de las siguientes palabras tiene cinco sílabas?;
4;Mi hermano mayor estudia en la universidad.;hermano;mayor;universidad;universidad;¿Cuál de las siguientes palabras tiene cinco sílabas?;
4;Al hipopótamo le gusta estar en el agua.;hipopótamo;estar;agua;hipopótamo;¿Cuál de las siguientes palabras tiene cinco sílabas?;
4;En mi colegio hay buenos educadores.;colegio;buenos;educadores;educadores;¿Cuál de las siguientes palabras tiene cinco sílabas?;
4;Mis papás dicen que debo consumir colaciones más económicas.;consumir;colaciones;económicas;económicas;¿Cuál de las siguientes palabras tiene cinco sílabas?;
5;bolso;;;;2;¿Cuántas vocales tiene la siguiente palabra?;
5;computador;;;;4;¿Cuántas vocales tiene la siguiente palabra?;
