Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;feedback
2;La zampoña es un instrumento del norte de Chile.;zampoña;instrumento;norte;zampoña;"¿Cuál de estas palabras comienza con ""Z""?";;"""zampoña"" comienza con ""Z"""
2;Aries y Acuario son dos signos del zodiaco.;Acuario;signos;zodiaco;zodiaco;"¿Cuál de estas palabras comienza con ""Z""?";;"""zodiaco"" comienza con ""Z"""
2;El primo de Eduardo es zurdo.;primo;Eduardo;zurdo;zurdo;"¿Cuál de estas palabras comienza con ""Z""?";;"""zurdo"" comienza con ""Z"""
3;;amigo;Jaime;;amigo;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido inicial?";;"""Amigo"" tiene ""a"" como sonido incial"
3;;dedo;anillo;;anillo;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido inicial?";;"""anillo"" tiene ""a"" como sonido incial."
3;;avión;cielo;;avión;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido inicial?";;"""avión""  tiene ""a"" como sonido incial."
3;;calle;auto;;auto;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido inicial?";;"""auto"" tiene ""a"" como sonido incial."
3;;animal;elefante;;animal;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido inicial?";;"""animal"" tiene ""a"" como sonido incial."
3;;amarillo;celeste;;amarillo;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido inicial?";;"""amarillo"" tiene ""a"" como sonido incial."
3;;pintura;artístico;;artístico;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido inicial?";;"""artístico"" tiene ""a"" como sonido incial."
3;;árbol;hojas;;árbol;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido inicial?";;"""árbol"" tiene ""a"" como sonido incial."
3;;telaraña;araña;;araña;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido inicial?";;"""araña"" tiene ""a"" como sonido incial."
3;;ala;plumas;;ala;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido inicial?";;"""ala"" tiene ""a"" como sonido incial."
3;;estufa;fuego;;estufa;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido final?";;"""estufa"" tiene ""a"" como sonido final."
3;;cama;cojín;;cama;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido final?";;"""cama"" tiene ""a"" como sonido final."
3;;noche;estrella;;estrella;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido final?";;"""estrella"" tiene ""a"" como sonido final."
3;;escalera;techo;;escalera;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido final?";;"""escalera"" tiene ""a"" como sonido final."
3;;rastrillo;pala;;pala;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido final?";;"""pala"" tiene ""a"" como sonido final."
3;;paloma;árbol;;paloma;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido final?";;"""Paloma"" tiene ""a"" como sonido final."
3;;nube;lluvia;;lluvia;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido final?";;"""lluvia"" tiene ""a"" como sonido final."
3;;escoba;piso;;escoba;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido final?";;"""escoba"" tiene ""a"" como sonido final."
3;;profesora;pizarrón;;profesora;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido final?";;"""profesora"" tiene ""a"" como sonido final."
3;;gallina;gallo;;gallina;"¿En cuál de estas palabras  se encuentra la ""A"" como sonido final?";;"""gallina"" tiene ""a"" como sonido final."
3;;escalera;techo;;escalera;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido inicial?";;"""escalera"" tiene ""e"" como sonido incial."
3;;luna;estrella;;estrella;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido inicial?";;"""estrella"" tiene ""e"" como sonido incial."
3;;escuela;profesora;;escuela;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido inicial?";;"""Escuela"" tiene ""e"" como sonido incial."
3;;espada;soldado;;espada;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido inicial?";;"""espada"" tiene ""e"" como sonido incial."
3;;cuaderno;escritorio;;escritorio;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido inicial?";;"""escritorio"" tiene ""e"" como sonido incial."
3;;casa;estufa;;estufa;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido inicial?";;"""estufa"" tiene ""e"" como sonido incial."
3;;escoba;patio;;escoba;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido inicial?";;"""escoba"" tiene ""e"" como sonido incial."
3;;niña;espejo;;espejo;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido inicial?";;"""espejo"" tiene ""e"" como sonido incial."
3;;enano;duende;;enano;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido inicial?";;"""enano"" tiene ""e"" como sonido incial."
3;;estornudo;boca;;estornudo;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido inicial?";;"""estornudo"" tiene ""e"" como sonido incial."
3;;bosque;árbol;;bosque;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido final?";;"""bosque"" tiene ""e"" como sonido final."
3;;botella;jarabe;;jarabe;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido final?";;"""jarabe"" tiene ""e"" como sonido final."
3;;ave;rama;;ave;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido final?";;"""ave"" tiene ""e"" como sonido final."
3;;mujer;hombre;;hombre;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido final?";;"""hombre"" tiene ""e"" como sonido final."
3;;puente;río;;puente;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido final?";;"""puente"" tiene ""e"" como sonido final."
3;;pierna;pie;;pie;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido final?";;"""pie"" tiene ""e"" como sonido final."
3;;tigresa;tigre;;tigre;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido final?";;"""tigre"" tiene ""e"" como sonido final."
3;;rinoceronte;río;;rinoceronte;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido final?";;"""rinoceronte"" tiene ""e"" como sonido final."
3;;tomate;cebolla;;tomate;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido final?";;"""tomate"" tiene ""e"" como sonido final."
3;;golosina;chocolate;;chocolate;"¿En cuál de estas palabras  se encuentra la ""E"" como sonido final?";;"""chocolate"" tiene ""e"" como sonido final."
3;;isla;tierra;;isla;"¿En cuál de estas palabras se encuentra la ""I"" como sonido inicial?";;"""isla"" tiene ""i"" como sonido incial."
3;;cangrejo;iguana;;iguana;"¿En cuál de estas palabras se encuentra la ""I"" como sonido inicial?";;"""iguana"" tiene ""i"" como sonido incial."
3;;imán;mesa;;imán;"¿En cuál de estas palabras se encuentra la ""I"" como sonido inicial?";;"""imán"" tiene ""i"" como sonido incial."
3;;casa;iglú;;iglú;"¿En cuál de estas palabras se encuentra la ""I"" como sonido inicial?";;"""iglú"" tiene ""i"" como sonido incial."
3;;mexicano;indio;;indio;"¿En cuál de estas palabras se encuentra la ""I"" como sonido inicial?";;"""indio"" tiene ""i"" como sonido incial."
3;;meñique;índice;;índice;"¿En cuál de estas palabras se encuentra la ""I"" como sonido inicial?";;"""índice"" tiene ""i"" como sonido incial."
3;;idea;pensamiento;;idea;"¿En cuál de estas palabras se encuentra la ""I"" como sonido inicial?";;"""idea""  tiene ""i"" como sonido incial."
3;;inflar;toser;;inflar;"¿En cuál de estas palabras se encuentra la ""I"" como sonido inicial?";;"""inflar"" tiene ""i"" como sonido incial."
3;;Isabel;Carlos;;Isabel;"¿En cuál de estas palabras se encuentra la ""I"" como sonido inicial?";;"""Isabel"" tiene ""i"" como sonido incial."
3;;inicio;final;;inicio;"¿En cuál de estas palabras se encuentra la ""I"" como sonido inicial?";;"""inicio"" tiene ""i"" como sonido incial."
3;;apio;ají;;ají;"¿En cuál de estas palabras se encuentra la ""I"" como sonido final?";;"""ají"" tiene ""i"" como sonido final."
3;;ave;colibrí;;colibrí;"¿En cuál de estas palabras se encuentra la ""I"" como sonido final?";;"""colibrí"" tiene ""i"" como sonido final."
3;;taxi;auto;;taxi;"¿En cuál de estas palabras se encuentra la ""I"" como sonido final?";;"""taxi"" tiene ""i"" como sonido final."
3;;jabalí;jirafa;;jabalí;"¿En cuál de estas palabras se encuentra la ""I"" como sonido final?";;"""jabalí"" tiene ""i"" como sonido final."
3;;safari;África;;safari;"¿En cuál de estas palabras se encuentra la ""I"" como sonido final?";;"""safari"" tiene ""i"" como sonido final."
3;;amarillo;caqui;;caqui;"¿En cuál de estas palabras se encuentra la ""I"" como sonido final?";;"""caqui"" tiene ""i"" como sonido final."
3;;diamante;rubí;;rubí;"¿En cuál de estas palabras se encuentra la ""I"" como sonido final?";;"""rubí"" tiene ""i"" como sonido final."
3;;esquí;tabla;;esquí;"¿En cuál de estas palabras se encuentra la ""I"" como sonido final?";;"""esquí"" tiene ""i"" como sonido final."
3;;ninja;samurai;;samurai;"¿En cuál de estas palabras se encuentra la ""I"" como sonido final?";;"""samurai"" tiene ""i"" como sonido final."
3;;oveja;lana;;oveja;"¿En cuál de estas palabras se encuentra la ""O"" como sonido  inicial?";;"""oveja"" tiene ""o"" como sonido incial."
3;;olla;sartén;;olla;"¿En cuál de estas palabras se encuentra la ""O"" como sonido  inicial?";;"""olla"" tiene ""o"" como sonido incial."
3;;mariposa;oruga;;oruga;"¿En cuál de estas palabras se encuentra la ""O"" como sonido  inicial?";;"""oruga"" tiene ""o"" como sonido incial."
3;;cara;oreja;;oreja;"¿En cuál de estas palabras se encuentra la ""O"" como sonido  inicial?";;"""oreja"" tiene ""o"" como sonido incial."
3;;ombligo;piernas;;ombligo;"¿En cuál de estas palabras se encuentra la ""O"" como sonido  inicial?";;"""ombligo"" tiene ""o"" como sonido incial."
3;;iglesia;obispo;;obispo;"¿En cuál de estas palabras se encuentra la ""O"" como sonido  inicial?";;"""obispo"" tiene ""o"" como sonido incial."
3;;oso;pez;;oso;"¿En cuál de estas palabras se encuentra la ""O"" como sonido  inicial?";;"""oso"" tiene ""o"" como sonido incial."
3;;ojo;nariz;;ojo;"¿En cuál de estas palabras se encuentra la ""O"" como sonido  inicial?";;"""ojo"" tiene ""o"" como sonido incial."
3;;mariposa;ostra;;ostra;"¿En cuál de estas palabras se encuentra la ""O"" como sonido  inicial?";;"""ostra"" tiene ""o"" como sonido incial."
3;;octubre;mayo;;octubre;"¿En cuál de estas palabras se encuentra la ""O"" como sonido  inicial?";;"""octubre"" tiene ""o"" como sonido incial."
3;;rama;loro;;loro;"¿En cuál de estas palabras se encuentra la ""O"" como sonido final?";;"""loro""  tiene ""o"" como sonido final."
3;;auto;rueda;;auto;"¿En cuál de estas palabras se encuentra la ""O"" como sonido final?";;"""auto"" tiene ""o"" como sonido final."
3;;calle;micro;;micro;"¿En cuál de estas palabras se encuentra la ""O"" como sonido final?";;"""micro"" tiene ""o"" como sonido final."
3;;metro;escalera;;metro;"¿En cuál de estas palabras se encuentra la ""O"" como sonido final?";;"""metro"" tiene ""o"" como sonido final."
3;;cartera;bolso;;bolso;"¿En cuál de estas palabras se encuentra la ""O"" como sonido final?";;"""bolso"" tiene ""o"" como sonido final."
3;;vestido;falda;;vestido;"¿En cuál de estas palabras se encuentra la ""O"" como sonido final?";;"""vestido"" tiene ""o"" como sonido final."
3;;lápiz;libro;;libro;"¿En cuál de estas palabras se encuentra la ""O"" como sonido final?";;"""libro"" tiene ""o"" como sonido final."
3;;amarillo;verde;;amarillo;"¿En cuál de estas palabras se encuentra la ""O"" como sonido final?";;"""amarillo"" tiene ""o"" como sonido final."
3;;nube;cielo;;cielo;"¿En cuál de estas palabras se encuentra la ""O"" como sonido final?";;"""cielo"" tiene ""o"" como sonido final."
3;;beso;boca;;beso;"¿En cuál de estas palabras se encuentra la ""O"" como sonido final?";;"""beso"" tiene ""o"" como sonido final."
3;;uva;manzana;;uva;"¿En cuál de estas palabras se encuentra la ""U"" como sonido inicial?";;"""uva"" tiene ""u"" como sonido inicial."
3;;uslero;cocina;;uslero;"¿En cuál de estas palabras se encuentra la ""U"" como sonido inicial?";;"""uslero"" tiene ""u"" como sonido inicial."
3;;mano;uña;;uña;"¿En cuál de estas palabras se encuentra la ""U"" como sonido inicial?";;"""uña"" tiene ""u"" como sonido inicial."
3;;decena;unidad;;unidad;"¿En cuál de estas palabras se encuentra la ""U"" como sonido inicial?";;"""unidad"" tiene ""u"" como sonido inicial."
3;;universidad;colegio;;universidad;"¿En cuál de estas palabras se encuentra la ""U"" como sonido inicial?";;"""universidad"" tiene ""u"" como sonido inicial."
3;;dos;uno;;uno;"¿En cuál de estas palabras se encuentra la ""U"" como sonido inicial?";;"""uno"" tiene ""u"" como sonido inicial."
3;;unicornio;caballo;;unicornio;"¿En cuál de estas palabras se encuentra la ""U"" como sonido inicial?";;"""unicornio"" tiene ""u"" como sonido inicial."
3;;planetas;universo;;universo;"¿En cuál de estas palabras se encuentra la ""U"" como sonido inicial?";;"""universo"" tiene ""u"" como sonido inicial."
3;;primero;último;;último;"¿En cuál de estas palabras se encuentra la ""U"" como sonido inicial?";;"""último"" tiene ""u"" como sonido inicial."
3;;uniforme;pantalón;;uniforme;"¿En cuál de estas palabras se encuentra la ""U"" como sonido inicial?";;"""uniforme"" tiene ""u"" como sonido inicial."
3;;bambú;libro;;bambú;"¿En cuál de estas palabras se encuentra la ""U"" como sonido final?";;"""bambú"" tiene ""u"" como sonido final."
3;;nube;Perú;;Perú;"¿En cuál de estas palabras se encuentra la ""U"" como sonido final?";;"""Perú"" tiene ""u"" como sonido final."
3;;mariposa;tribu;;tribu;"¿En cuál de estas palabras se encuentra la ""U"" como sonido final?";;"""tribu"" tiene ""u"" como sonido final."
3;;iglú;pez;;iglú;"¿En cuál de estas palabras se encuentra la ""U"" como sonido final?";;"""iglú"" tiene ""u"" como sonido final."
3;;oreja;espíritu;;espíritu;"¿En cuál de estas palabras se encuentra la ""U"" como sonido final?";;"""espíritu"" tiene ""u"" como sonido final."
3;;menú;tomate;;menú;"¿En cuál de estas palabras se encuentra la ""U"" como sonido final?";;"""menú"" tiene ""u"" como sonido final."
3;;rama;ñandú;;ñandú;"¿En cuál de estas palabras se encuentra la ""U"" como sonido final?";;"""ñandú"" tiene ""u"" como sonido final."
3;;champú;cartera;;champú;"¿En cuál de estas palabras se encuentra la ""U"" como sonido final?";;"""champú"" tiene ""u"" como sonido final."
3;;mariposa;rueda;;mariposa;"¿En cuál de estas palabras encontramos el sonido ""M""?";;
3;;libro;mamadera;;mamadera;"¿En cuál de estas palabras encontramos el sonido ""M""?";;
3;;mesa;nube;;mesa;"¿En cuál de estas palabras encontramos el sonido ""M""?";;
3;;metro;tigre;;metro;"¿En cuál de estas palabras encontramos el sonido ""M""?";;
3;;tomate;lana;;tomate;"¿En cuál de estas palabras encontramos el sonido ""M""?";;
3;;árbol;amarillo;;amarillo;"¿En cuál de estas palabras encontramos el sonido ""M""?";;
3;;cama;estrella;;cama;"¿En cuál de estas palabras encontramos el sonido ""M""?";;
3;;iglesia;animal;;animal;"¿En cuál de estas palabras encontramos el sonido ""M""?";;
3;;escalera;mujer;;mujer;"¿En cuál de estas palabras encontramos el sonido ""M""?";;
3;;mano;espejo;;mano;"¿En cuál de estas palabras encontramos el sonido ""M""?";;
3;;libro;cuaderno;;libro;"¿En cuál de estas palabras encontramos  el sonido ""L""?";;
3;;casa;lana;;lana;"¿En cuál de estas palabras encontramos  el sonido ""L""?";;
3;;pájaro;loro;;loro;"¿En cuál de estas palabras encontramos  el sonido ""L""?";;
3;;luna;mar;;luna;"¿En cuál de estas palabras encontramos  el sonido ""L""?";;
3;;araña;lima;;lima;"¿En cuál de estas palabras encontramos  el sonido ""L""?";;
3;;lámpara;mesa;;lámpara;"¿En cuál de estas palabras encontramos  el sonido ""L""?";;
3;;tigre;león;;león;"¿En cuál de estas palabras encontramos  el sonido ""L""?";;
3;;pala;escoba;;pala;"¿En cuál de estas palabras encontramos  el sonido ""L""?";;
3;;nariz;labios;;labios;"¿En cuál de estas palabras encontramos  el sonido ""L""?";;
3;;limón;pera;;limón;"¿En cuál de estas palabras encontramos  el sonido ""L""?";;
3;;pera;tomate;;pera;"¿En cuál de estas palabras encontramos el sonido ""P""?";;
3;;pájaro;loro;;pájaro;"¿En cuál de estas palabras encontramos el sonido ""P""?";;
3;;lana;paloma;;paloma;"¿En cuál de estas palabras encontramos el sonido ""P""?";;
3;;manos;piernas;;piernas;"¿En cuál de estas palabras encontramos el sonido ""P""?";;
3;;goma;lápiz;;lápiz;"¿En cuál de estas palabras encontramos el sonido ""P""?";;
3;;pelo;uñas;;pelo;"¿En cuál de estas palabras encontramos el sonido ""P""?";;
3;;nube;puente;;puente;"¿En cuál de estas palabras encontramos el sonido ""P""?";;
3;;espejo;anillo;;espejo;"¿En cuál de estas palabras encontramos el sonido ""P""?";;
3;;espada;escudo;;espada;"¿En cuál de estas palabras encontramos el sonido ""P""?";;
3;;colegio;pizarrón;;pizarrón;"¿En cuál de estas palabras encontramos el sonido ""P""?";;
3;;sapo;araña;;sapo;"¿En cuál de estas palabras encontramos el sonido ""S""?";;
3;;pala;saco;;saco;"¿En cuál de estas palabras encontramos el sonido ""S""?";;
3;;mesa;florero;;mesa;"¿En cuál de estas palabras encontramos el sonido ""S""?";;
3;;planeta;sol;;sol;"¿En cuál de estas palabras encontramos el sonido ""S""?";;
3;;flor;mariposa;;mariposa;"¿En cuál de estas palabras encontramos el sonido ""S""?";;
3;;beso;boca;;beso;"¿En cuál de estas palabras encontramos el sonido ""S""?";;
3;;sartén;olla;;sartén;"¿En cuál de estas palabras encontramos el sonido ""S""?";;
3;;casa;cama;;casa;"¿En cuál de estas palabras encontramos el sonido ""S""?";;
3;;soldado;puente;;soldado;"¿En cuál de estas palabras encontramos el sonido ""S""?";;
3;;perro;oso;;oso;"¿En cuál de estas palabras encontramos el sonido ""S""?";;
3;;delfín;ballena;;delfín;"¿En cuál de estas palabras encontramos  el sonido ""D""?";;
3;;dado;mano;;dado;"¿En cuál de estas palabras encontramos  el sonido ""D""?";;
3;;dedos;anillo;;dedos;"¿En cuál de estas palabras encontramos  el sonido ""D""?";;
3;;rubí;diamante;;diamante;"¿En cuál de estas palabras encontramos  el sonido ""D""?";;
3;;animal;dinosaurio;;dinosaurio;"¿En cuál de estas palabras encontramos  el sonido ""D""?";;
3;;hielo;duda;;duda;"¿En cuál de estas palabras encontramos  el sonido ""D""?";;
